18,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
23,0,1,2,0,1,2,0,16,2,0,1,2,0,1,2,0,1,2,0,1,2,0,1,2
23,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8,6,7,8
23,12,13,14,12,13,14,12,13,14,12,13,14,12,13,14,12,13,14,12,13,14,12,13,14
23,17,17,17,17,17,17,17,3,4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
19,17,17,22,22,22,17,17,9,10,17,17,17,17,28,29,28,29,28,29,28,29,28,29,28
23,17,17,22,22,22,17,17,17,17,17,17,17,17,29,17,17,17,17,17,17,17,34,17,17
23,17,17,22,22,22,17,17,29,17,17,17,17,17,29,17,17,17,17,17,17,17,17,17,17
23,17,17,17,17,17,17,17,29,17,17,17,17,17,29,17,5,17,17,5,17,17,17,24,25
23,17,17,22,22,17,17,17,29,17,17,17,17,17,29,17,17,17,17,17,17,17,17,30,31
23,17,17,22,22,17,17,17,29,17,17,17,17,17,29,17,17,34,17,17,34,17,17,36,37
23,17,17,22,22,17,17,17,29,17,17,17,17,17,29,17,17,17,17,17,17,17,17,17,17
23,17,17,17,17,17,17,17,29,17,17,17,17,17,29,17,17,17,17,17,17,17,17,17,17
23,17,17,17,17,28,29,28,29,28,29,28,29,28,29,17,17,17,28,29,28,29,28,29,28
23,17,17,3,4,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
23,17,17,9,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
23,17,17,17,17,17,17,17,17,17,17,3,4,17,17,17,28,29,28,29,28,29,28,29,28
23,3,4,17,17,3,4,17,17,17,17,9,10,17,17,17,17,17,17,17,17,17,17,17,17
23,9,10,17,17,9,10,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17
18,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
